ensembl	hgnc
48214	ENSG00000264386	41855
48215	ENSG00000264387	43468
48216	ENSG00000264388	NA
48217	ENSG00000264390	41842
48218	ENSG00000264391	46224
48219	ENSG00000264395	38204
48220	ENSG00000264397	38969
48221	ENSG00000264399	41804
48222	ENSG00000264400	46507
48223	ENSG00000264402	41736
48224	ENSG00000264404	NA
48225	ENSG00000264405	38884
48226	ENSG00000264406	43465
48227	ENSG00000264408	41833
48228	ENSG00000264419	41626
48229	ENSG00000264421	NA
48230	ENSG00000264422	NA
48231	ENSG00000264423	46734
48232	ENSG00000264424	7574
48233	ENSG00000264425	41562
48234	ENSG00000264426	38238
48235	ENSG00000264429	38237
48236	ENSG00000264431	NA
48237	ENSG00000264434	NA
48238	ENSG00000264435	NA
48239	ENSG00000264438	46576
48240	ENSG00000264443	NA
48241	ENSG00000264444	31734
48242	ENSG00000264448	NA
48243	ENSG00000264449	NA
48244	ENSG00000264451	NA
48245	ENSG00000264452	NA
48246	ENSG00000264456	NA
48247	ENSG00000264458	NA
48248	ENSG00000264462	50843
48249	ENSG00000264464	NA
48250	ENSG00000264468	41775
48251	ENSG00000264470	41829
48252	ENSG00000264472	NA
48253	ENSG00000264474	41749
48254	ENSG00000264475	NA
48255	ENSG00000264477	43477
48256	ENSG00000264480	41763
48257	ENSG00000264482	41567
48258	ENSG00000264483	43546
48259	ENSG00000264484	46713
48260	ENSG00000264486	NA
48261	ENSG00000264488	NA
48262	ENSG00000264490	NA
48263	ENSG00000264491	NA
48264	ENSG00000264493	38313
48265	ENSG00000264494	41810
48266	ENSG00000264497	NA
48267	ENSG00000264500	38262
48268	ENSG00000264501	46747
48269	ENSG00000264503	NA
48270	ENSG00000264511	38891
48271	ENSG00000264512	43466
48272	ENSG00000264513	NA
48273	ENSG00000264514	NA
48274	ENSG00000264515	NA
48275	ENSG00000264519	46612
48276	ENSG00000264520	NA
48277	ENSG00000264522	16683
48278	ENSG00000264525	41648
48279	ENSG00000264527	Unknown
48280	ENSG00000264529	NA
48281	ENSG00000264530	46041
48282	ENSG00000264534	38283
48283	ENSG00000264536	43500
48284	ENSG00000264538	32421
48285	ENSG00000264539	43455
48286	ENSG00000264540	46421
48287	ENSG00000264545	NA
48288	ENSG00000264546	NA
48289	ENSG00000264548	NA
48290	ENSG00000264549	32757
48291	ENSG00000264553	38312
48292	ENSG00000264554	46809
48293	ENSG00000264558	NA
48294	ENSG00000264559	38271
48295	ENSG00000264562	NA
48296	ENSG00000264563	41822
48297	ENSG00000264564	NA
48298	ENSG00000264566	38913
48299	ENSG00000264569	NA
48300	ENSG00000264570	38116
48301	ENSG00000264571	41703
48302	ENSG00000264572	38178
48303	ENSG00000264573	46031
48304	ENSG00000264574	41770
48305	ENSG00000264575	28278
48306	ENSG00000264577	NA
48307	ENSG00000264578	NA
48308	ENSG00000264580	43535
48309	ENSG00000264582	46342
48310	ENSG00000264583	41851
48311	ENSG00000264585	41864
48312	ENSG00000264587	NA
48313	ENSG00000264589	43738
48314	ENSG00000264592	46147
48315	ENSG00000264595	NA
48316	ENSG00000264596	NA
48317	ENSG00000264598	NA
48318	ENSG00000264603	38181
48319	ENSG00000264607	38174
48320	ENSG00000264608	NA
48321	ENSG00000264610	41802
48322	ENSG00000264613	46306
48323	ENSG00000264614	43505
48324	ENSG00000264615	46608
48325	ENSG00000264616	41815
48326	ENSG00000264617	NA
48327	ENSG00000264618	46748
48328	ENSG00000264621	43531
48329	ENSG00000264622	NA
48330	ENSG00000264623	41779
48331	ENSG00000264630	51347
48332	ENSG00000264633	38332
48333	ENSG00000264634	NA
48334	ENSG00000264635	NA
48335	ENSG00000264638	38379
48336	ENSG00000264643	NA
48337	ENSG00000264644	31093
48338	ENSG00000264647	NA
48339	ENSG00000264653	43498
48340	ENSG00000264655	53678
48341	ENSG00000264657	38216
48342	ENSG00000264658	41616
48343	ENSG00000264659	NA
48344	ENSG00000264660	NA
48345	ENSG00000264661	38227
48346	ENSG00000264662	NA
48347	ENSG00000264663	39868
48348	ENSG00000264666	NA
48349	ENSG00000264668	NA
48350	ENSG00000264672	51345
48351	ENSG00000264673	NA
48352	ENSG00000264675	38337
48353	ENSG00000264676	46220
48354	ENSG00000264678	38183
48355	ENSG00000264684	41699
48356	ENSG00000264685	23182
48357	ENSG00000264689	NA
48358	ENSG00000264693	NA
48359	ENSG00000264695	NA
48360	ENSG00000264697	NA
48361	ENSG00000264698	38187
48362	ENSG00000264699	52731
48363	ENSG00000264701	NA
48364	ENSG00000264703	41803
48365	ENSG00000264705	NA
48366	ENSG00000264706	46233
48367	ENSG00000264707	51320
48368	ENSG00000264712	41624
48369	ENSG00000264714	NA
48370	ENSG00000264717	52383
48371	ENSG00000264720	38385
48372	ENSG00000264722	43460
48373	ENSG00000264725	38217
48374	ENSG00000264727	NA
48375	ENSG00000264729	NA
48376	ENSG00000264732	41841
48377	ENSG00000264733	41900
48378	ENSG00000264734	NA
48379	ENSG00000264735	NA
48380	ENSG00000264736	31044
48381	ENSG00000264737	41589
48382	ENSG00000264739	NA
48383	ENSG00000264741	41743
48384	ENSG00000264743	32170
48385	ENSG00000264744	41816
48386	ENSG00000264745	51321
48387	ENSG00000264747	38984
48388	ENSG00000264750	NA
48389	ENSG00000264754	NA
48390	ENSG00000264755	38347
48391	ENSG00000264757	38236
48392	ENSG00000264760	38326
48393	ENSG00000264763	38220
48394	ENSG00000264764	41741
48395	ENSG00000264765	NA
48396	ENSG00000264767	46253
48397	ENSG00000264769	NA
48398	ENSG00000264772	NA
48399	ENSG00000264773	41772
48400	ENSG00000264775	9267
48401	ENSG00000264781	41682
48402	ENSG00000264785	NA
48403	ENSG00000264788	38215
48404	ENSG00000264790	NA
48405	ENSG00000264791	NA
48406	ENSG00000264792	41651
48407	ENSG00000264793	41901
48408	ENSG00000264796	43458
48409	ENSG00000264800	38180
48410	ENSG00000264801	49792
48411	ENSG00000264802	43497
48412	ENSG00000264803	38374
48413	ENSG00000264808	NA
48414	ENSG00000264809	NA
48415	ENSG00000264810	41728
48416	ENSG00000264811	NA
48417	ENSG00000264812	NA
48418	ENSG00000264813	NA
48419	ENSG00000264814	38173
48420	ENSG00000264823	38176
48421	ENSG00000264824	43513
48422	ENSG00000264825	NA
48423	ENSG00000264829	NA
48424	ENSG00000264833	46484
48425	ENSG00000264834	41733
48426	ENSG00000264837	37392
48427	ENSG00000264840	46420
48428	ENSG00000264843	NA
48429	ENSG00000264845	NA
48430	ENSG00000264850	38383
48431	ENSG00000264853	NA
48432	ENSG00000264857	43516
48433	ENSG00000264859	51311
48434	ENSG00000264860	NA
48435	ENSG00000264862	46061
48436	ENSG00000264864	38964
48437	ENSG00000264869	NA
48438	ENSG00000264874	NA
48439	ENSG00000264876	NA
48440	ENSG00000264879	46706
48441	ENSG00000264880	NA
48442	ENSG00000264881	38375
48443	ENSG00000264885	NA
48444	ENSG00000264892	50720
48445	ENSG00000264895	NA
48446	ENSG00000264897	38936
48447	ENSG00000264901	38943
48448	ENSG00000264902	50844
48449	ENSG00000264906	41731
48450	ENSG00000264907	49065
48451	ENSG00000264910	46541
48452	ENSG00000264911	NA
48453	ENSG00000264914	NA
48454	ENSG00000264916	46246
48455	ENSG00000264920	NA
48456	ENSG00000264922	41670
48457	ENSG00000264924	NA
48458	ENSG00000264926	41686
48459	ENSG00000264930	NA
48460	ENSG00000264931	38341
48461	ENSG00000264932	NA
48462	ENSG00000264933	46206
48463	ENSG00000264934	38358
48464	ENSG00000264937	NA
48465	ENSG00000264940	33191
48466	ENSG00000264941	41821
48467	ENSG00000264943	10836
48468	ENSG00000264947	38378
48469	ENSG00000264954	51822
48470	ENSG00000264956	NA
48471	ENSG00000264958	431
48472	ENSG00000264961	41880
48473	ENSG00000264963	46456
48474	ENSG00000264964	NA
48475	ENSG00000264966	43519
48476	ENSG00000264968	NA
48477	ENSG00000264970	NA
48478	ENSG00000264971	50617
48479	ENSG00000264974	41719
48480	ENSG00000264975	41738
48481	ENSG00000264978	46646
48482	ENSG00000264979	41587
48483	ENSG00000264981	NA
48484	ENSG00000264982	NA
48485	ENSG00000264984	43545
48486	ENSG00000264985	NA
48487	ENSG00000264986	43467
48488	ENSG00000264990	NA
48489	ENSG00000264994	32754
48490	ENSG00000264997	NA
48491	ENSG00000264999	43536
48492	ENSG00000265000	NA
48493	ENSG00000265003	41552
48494	ENSG00000265005	38255
48495	ENSG00000265007	38355
48496	ENSG00000265008	NA
48497	ENSG00000265010	NA
48498	ENSG00000265014	38197
48499	ENSG00000265015	NA
48500	ENSG00000265018	23661
48501	ENSG00000265019	42997
48502	ENSG00000265028	41577
48503	ENSG00000265031	50833
48504	ENSG00000265033	46278
48505	ENSG00000265038	9116
48506	ENSG00000265041	NA
48507	ENSG00000265043	NA
48508	ENSG00000265046	NA
48509	ENSG00000265052	46638
48510	ENSG00000265055	NA
48511	ENSG00000265056	38354
48512	ENSG00000265057	41791
48513	ENSG00000265060	9328
48514	ENSG00000265061	41724
48515	ENSG00000265064	41856
48516	ENSG00000265069	NA
48517	ENSG00000265073	NA
48518	ENSG00000265075	38961
48519	ENSG00000265078	46680
48520	ENSG00000265083	38909
48521	ENSG00000265089	41754
48522	ENSG00000265091	NA
48523	ENSG00000265092	41799
48524	ENSG00000265093	46262
48525	ENSG00000265094	NA
48526	ENSG00000265095	37961
48527	ENSG00000265096	44351
48528	ENSG00000265097	31466
48529	ENSG00000265098	41708
48530	ENSG00000265099	NA
48531	ENSG00000265100	NA
48532	ENSG00000265101	NA
48533	ENSG00000265102	38976
48534	ENSG00000265107	4279
48535	ENSG00000265110	41597
48536	ENSG00000265112	38289
48537	ENSG00000265113	NA
48538	ENSG00000265114	NA
48539	ENSG00000265115	NA
48540	ENSG00000265118	NA
48541	ENSG00000265121	NA
48542	ENSG00000265123	46216
48543	ENSG00000265125	NA
48544	ENSG00000265126	NA
48545	ENSG00000265128	NA
48546	ENSG00000265134	38190
48547	ENSG00000265135	43457
48548	ENSG00000265136	NA
48549	ENSG00000265137	38202
48550	ENSG00000265139	NA
48551	ENSG00000265140	38323
48552	ENSG00000265141	46467
48553	ENSG00000265142	49594
48554	ENSG00000265144	41637
48555	ENSG00000265145	10203
48556	ENSG00000265148	44148
48557	ENSG00000265154	41588
48558	ENSG00000265158	43792
48559	ENSG00000265160	43512
48560	ENSG00000265163	14387
48561	ENSG00000265164	41532
48562	ENSG00000265165	38257
48563	ENSG00000265168	NA
48564	ENSG00000265170	46683
48565	ENSG00000265172	38308
48566	ENSG00000265174	NA
48567	ENSG00000265176	38224
48568	ENSG00000265178	41632
48569	ENSG00000265179	NA
48570	ENSG00000265180	41820
48571	ENSG00000265181	41729
48572	ENSG00000265182	31095
48573	ENSG00000265185	10168
48574	ENSG00000265188	NA
48575	ENSG00000265190	546
48576	ENSG00000265193	38978
48577	ENSG00000265194	NA
48578	ENSG00000265195	38376
48579	ENSG00000265201	41844
48580	ENSG00000265203	9921
48581	ENSG00000265204	NA
48582	ENSG00000265205	NA
48583	ENSG00000265206	NA
48584	ENSG00000265210	41566
48585	ENSG00000265213	38950
48586	ENSG00000265214	38296
48587	ENSG00000265215	38291
48588	ENSG00000265217	NA
48589	ENSG00000265218	NA
48590	ENSG00000265222	NA
48591	ENSG00000265226	41854
48592	ENSG00000265227	41636
48593	ENSG00000265233	NA
48594	ENSG00000265236	32743
48595	ENSG00000265237	38297
48596	ENSG00000265240	NA
48597	ENSG00000265241	9905
48598	ENSG00000265243	28614
48599	ENSG00000265246	NA
48600	ENSG00000265247	41644
48601	ENSG00000265251	38203
48602	ENSG00000265252	38373
48603	ENSG00000265253	41700
48604	ENSG00000265254	NA
48605	ENSG00000265257	NA
48606	ENSG00000265258	41601
48607	ENSG00000265260	46090
48608	ENSG00000265261	NA
48609	ENSG00000265262	44022
48610	ENSG00000265263	NA
48611	ENSG00000265265	NA
48612	ENSG00000265272	46709
48613	ENSG00000265273	8892
48614	ENSG00000265279	51571
48615	ENSG00000265281	38918
48616	ENSG00000265282	NA
48617	ENSG00000265284	41542
48618	ENSG00000265287	NA
48619	ENSG00000265289	NA
48620	ENSG00000265291	41727
48621	ENSG00000265293	23977
48622	ENSG00000265296	39830
48623	ENSG00000265298	NA
48624	ENSG00000265301	41683
48625	ENSG00000265303	NA
48626	ENSG00000265304	38981
48627	ENSG00000265306	38250
48628	ENSG00000265313	51117
48629	ENSG00000265315	46215
48630	ENSG00000265316	NA
48631	ENSG00000265319	46863
48632	ENSG00000265321	38365
48633	ENSG00000265322	38324
48634	ENSG00000265327	46427
48635	ENSG00000265328	41825
48636	ENSG00000265331	43520
48637	ENSG00000265333	38263
48638	ENSG00000265334	NA
48639	ENSG00000265337	NA
48640	ENSG00000265340	14756
48641	ENSG00000265342	NA
48642	ENSG00000265345	43502
48643	ENSG00000265347	38267
48644	ENSG00000265349	NA
48645	ENSG00000265352	52718
48646	ENSG00000265354	17312
48647	ENSG00000265355	38340
48648	ENSG00000265356	NA
48649	ENSG00000265357	41778
48650	ENSG00000265359	NA
48651	ENSG00000265366	4337
48652	ENSG00000265368	41793
48653	ENSG00000265369	49211
48654	ENSG00000265370	41788
48655	ENSG00000265372	41619
48656	ENSG00000265373	38343
48657	ENSG00000265374	52727
48658	ENSG00000265375	41890
48659	ENSG00000265376	38359
48660	ENSG00000265378	NA
48661	ENSG00000265380	NA
48662	ENSG00000265386	46235
48663	ENSG00000265388	46407
48664	ENSG00000265390	43494
48665	ENSG00000265392	38384
48666	ENSG00000265393	NA
48667	ENSG00000265394	NA
48668	ENSG00000265395	38898
48669	ENSG00000265396	38188
48670	ENSG00000265399	NA
48671	ENSG00000265400	NA
48672	ENSG00000265401	NA
48673	ENSG00000265402	37880
48674	ENSG00000265407	38392
48675	ENSG00000265408	NA
48676	ENSG00000265411	46672
48677	ENSG00000265413	NA
48678	ENSG00000265415	NA
48679	ENSG00000265417	NA
48680	ENSG00000265418	38272
48681	ENSG00000265420	41747
48682	ENSG00000265421	41551
48683	ENSG00000265422	41695
48684	ENSG00000265423	41615
48685	ENSG00000265425	NA
48686	ENSG00000265428	NA
48687	ENSG00000265429	41635
48688	ENSG00000265432	38206
48689	ENSG00000265433	41850
48690	ENSG00000265435	38259
48691	ENSG00000265437	NA
48692	ENSG00000265439	46827
48693	ENSG00000265442	38949
48694	ENSG00000265443	NA
48695	ENSG00000265444	41638
48696	ENSG00000265445	NA
48697	ENSG00000265450	41534
48698	ENSG00000265451	NA
48699	ENSG00000265452	38916
48700	ENSG00000265453	NA
48701	ENSG00000265456	38957
48702	ENSG00000265458	NA
48703	ENSG00000265460	NA
48704	ENSG00000265462	38989
48705	ENSG00000265465	41592
48706	ENSG00000265469	39578
48707	ENSG00000265470	43488
48708	ENSG00000265472	NA
48709	ENSG00000265474	NA
48710	ENSG00000265477	NA
48711	ENSG00000265478	NA
48712	ENSG00000265479	42360
48713	ENSG00000265480	26874
48714	ENSG00000265483	41830
48715	ENSG00000265484	NA
48716	ENSG00000265485	52734
48717	ENSG00000265486	46534
48718	ENSG00000265487	NA
48719	ENSG00000265489	NA
48720	ENSG00000265490	NA
48721	ENSG00000265491	18154
48722	ENSG00000265494	NA
48723	ENSG00000265496	NA
48724	ENSG00000265499	38213
48725	ENSG00000265503	41787
48726	ENSG00000265507	41713
48727	ENSG00000265510	41762
48728	ENSG00000265511	NA
48729	ENSG00000265514	52711
48730	ENSG00000265519	NA
48731	ENSG00000265520	38302
48732	ENSG00000265521	43509
48733	ENSG00000265526	38276
48734	ENSG00000265527	43490
48735	ENSG00000265531	3615
48736	ENSG00000265533	NA
48737	ENSG00000265535	46491
48738	ENSG00000265537	38382
48739	ENSG00000265538	41879
48740	ENSG00000265539	38288
48741	ENSG00000265541	42979
48742	ENSG00000265542	NA
48743	ENSG00000265544	NA
48744	ENSG00000265545	NA
48745	ENSG00000265547	NA
48746	ENSG00000265552	NA
48747	ENSG00000265554	NA
48748	ENSG00000265555	52722
48749	ENSG00000265556	52814
48750	ENSG00000265558	38919
48751	ENSG00000265559	46668
48752	ENSG00000265561	41581
48753	ENSG00000265564	45156
48754	ENSG00000265565	38284
48755	ENSG00000265566	46621
48756	ENSG00000265567	NA
48757	ENSG00000265574	26605
48758	ENSG00000265579	NA
48759	ENSG00000265584	41630
48760	ENSG00000265588	43511
48761	ENSG00000265590	NA
48762	ENSG00000265593	45224
48763	ENSG00000265595	41529
48764	ENSG00000265596	38882
48765	ENSG00000265598	43449
48766	ENSG00000265599	41657
48767	ENSG00000265606	41573
48768	ENSG00000265612	41546
48769	ENSG00000265614	NA
48770	ENSG00000265617	41745
48771	ENSG00000265618	NA
48772	ENSG00000265623	38201
48773	ENSG00000265625	NA
48774	ENSG00000265626	NA
48775	ENSG00000265630	23637
48776	ENSG00000265631	39656
48777	ENSG00000265635	38951
48778	ENSG00000265639	NA
48779	ENSG00000265641	38945
48780	ENSG00000265643	NA
48781	ENSG00000265644	NA
48782	ENSG00000265646	12421
48783	ENSG00000265648	46295
48784	ENSG00000265653	41893
48785	ENSG00000265656	NA
48786	ENSG00000265657	38266
48787	ENSG00000265658	38967
48788	ENSG00000265658	38967
48789	ENSG00000265660	41777
48790	ENSG00000265664	NA
48791	ENSG00000265666	49577
48792	ENSG00000265669	41884
48793	ENSG00000265670	NA
48794	ENSG00000265671	NA
48795	ENSG00000265673	41659
48796	ENSG00000265675	46724
48797	ENSG00000265678	NA
48798	ENSG00000265681	10307
48799	ENSG00000265682	38286
48800	ENSG00000265683	53547
48801	ENSG00000265684	46394
48802	ENSG00000265688	43649
48803	ENSG00000265689	NA
48804	ENSG00000265690	NA
48805	ENSG00000265691	41795
48806	ENSG00000265692	52796
48807	ENSG00000265693	NA
48808	ENSG00000265694	41873
48809	ENSG00000265697	NA
48810	ENSG00000265698	49765
48811	ENSG00000265699	41831
48812	ENSG00000265702	NA
48813	ENSG00000265706	52229
48814	ENSG00000265712	NA
48815	ENSG00000265713	NA
48816	ENSG00000265717	NA
48817	ENSG00000265719	41753
48818	ENSG00000265724	38322
48819	ENSG00000265725	38331
48820	ENSG00000265727	46664
48821	ENSG00000265728	NA
48822	ENSG00000265733	52217
48823	ENSG00000265734	41555
48824	ENSG00000265735	10040
48825	ENSG00000265737	NA
48826	ENSG00000265739	NA
48827	ENSG00000265740	46355
48828	ENSG00000265743	NA
48829	ENSG00000265744	41678
48830	ENSG00000265745	46391
48831	ENSG00000265746	39200
48832	ENSG00000265749	NA
48833	ENSG00000265750	NA
48834	ENSG00000265751	NA
48835	ENSG00000265752	NA
48836	ENSG00000265753	46460
48837	ENSG00000265758	52719
48838	ENSG00000265763	23535
48839	ENSG00000265766	33974
48840	ENSG00000265768	41663
48841	ENSG00000265775	NA
48842	ENSG00000265776	50829
48843	ENSG00000265777	46640
48844	ENSG00000265778	NA
48845	ENSG00000265781	NA
48846	ENSG00000265784	NA
48847	ENSG00000265786	52725
48848	ENSG00000265787	39954
48849	ENSG00000265788	NA
48850	ENSG00000265789	38273
48851	ENSG00000265790	10049
48852	ENSG00000265791	NA
48853	ENSG00000265793	38287
48854	ENSG00000265794	NA
48855	ENSG00000265798	NA
48856	ENSG00000265799	NA
48857	ENSG00000265800	NA
48858	ENSG00000265801	NA
48859	ENSG00000265802	46065
48860	ENSG00000265806	38348
48861	ENSG00000265808	10700
48862	ENSG00000265810	38988
48863	ENSG00000265813	46316
48864	ENSG00000265814	46392
48865	ENSG00000265815	41684
48866	ENSG00000265817	43653
48867	ENSG00000265818	49187
48868	ENSG00000265820	38364
48869	ENSG00000265822	41654
48870	ENSG00000265828	38931
48871	ENSG00000265829	41625
48872	ENSG00000265831	38330
48873	ENSG00000265833	NA
48874	ENSG00000265836	50852
48875	ENSG00000265840	NA
48876	ENSG00000265841	38248
48877	ENSG00000265843	49015
48878	ENSG00000265844	NA
48879	ENSG00000265845	NA
48880	ENSG00000265846	38232
48881	ENSG00000265847	38208
48882	ENSG00000265848	41621
48883	ENSG00000265850	41758
48884	ENSG00000265853	NA
48885	ENSG00000265855	41845
48886	ENSG00000265859	43469
48887	ENSG00000265861	41693
48888	ENSG00000265863	NA
48889	ENSG00000265867	41617
48890	ENSG00000265871	38264
48891	ENSG00000265872	38904
48892	ENSG00000265873	38278
48893	ENSG00000265874	41685
48894	ENSG00000265878	38993
48895	ENSG00000265879	41557
48896	ENSG00000265881	48945
48897	ENSG00000265882	46089
48898	ENSG00000265883	NA
48899	ENSG00000265885	46799
48900	ENSG00000265888	51116
48901	ENSG00000265889	NA
48902	ENSG00000265892	46327
48903	ENSG00000265894	46373
48904	ENSG00000265897	NA
48905	ENSG00000265902	41780
48906	ENSG00000265905	46112
48907	ENSG00000265907	NA
48908	ENSG00000265908	NA
48909	ENSG00000265912	NA
48910	ENSG00000265916	NA
48911	ENSG00000265917	38886
48912	ENSG00000265918	46559
48913	ENSG00000265919	38334
48914	ENSG00000265924	43506
48915	ENSG00000265927	NA
48916	ENSG00000265929	43526
48917	ENSG00000265932	38368
48918	ENSG00000265933	44328
48919	ENSG00000265934	17742
48920	ENSG00000265935	NA
48921	ENSG00000265936	NA
48922	ENSG00000265939	43551
48923	ENSG00000265942	46593
48924	ENSG00000265943	NA
48925	ENSG00000265944	44660
48926	ENSG00000265946	NA
48927	ENSG00000265948	NA
48928	ENSG00000265954	41760
48929	ENSG00000265956	41614
48930	ENSG00000265957	38212
48931	ENSG00000265961	NA
48932	ENSG00000265962	50516
48933	ENSG00000265964	NA
48934	ENSG00000265965	38175
48935	ENSG00000265967	NA
48936	ENSG00000265971	NA
48937	ENSG00000265972	16952
48938	ENSG00000265973	NA
48939	ENSG00000265975	NA
48940	ENSG00000265976	41608
48941	ENSG00000265980	NA
48942	ENSG00000265981	38361
48943	ENSG00000265982	NA
48944	ENSG00000265984	NA
48945	ENSG00000265986	41888
48946	ENSG00000265987	NA
48947	ENSG00000265991	41544
48948	ENSG00000265992	39079
48949	ENSG00000265993	43530
48950	ENSG00000265994	NA
48951	ENSG00000265995	NA
48952	ENSG00000265996	38925
48953	ENSG00000266002	NA
48954	ENSG00000266003	NA
48955	ENSG00000266006	41599
48956	ENSG00000266009	NA
48957	ENSG00000266010	48840
48958	ENSG00000266012	41714
48959	ENSG00000266013	52927
48960	ENSG00000266014	NA
48961	ENSG00000266015	38336
48962	ENSG00000266016	38929
48963	ENSG00000266017	41898
48964	ENSG00000266019	38956
48965	ENSG00000266028	19751
48966	ENSG00000266036	NA
48967	ENSG00000266038	41857
48968	ENSG00000266039	41537
48969	ENSG00000266041	41707
48970	ENSG00000266042	NA
48971	ENSG00000266043	38948
48972	ENSG00000266048	NA
48973	ENSG00000266049	NA
48974	ENSG00000266050	NA
48975	ENSG00000266052	41853
48976	ENSG00000266053	50826
48977	ENSG00000266059	46156
48978	ENSG00000266063	41774
48979	ENSG00000266065	NA
48980	ENSG00000266066	28865
48981	ENSG00000266071	38977
48982	ENSG00000266072	43499
48983	ENSG00000266074	29279
48984	ENSG00000266075	46590
48985	ENSG00000266076	NA
48986	ENSG00000266078	41649
48987	ENSG00000266079	32658
48988	ENSG00000266086	NA
48989	ENSG00000266088	NA
48990	ENSG00000266094	17609
48991	ENSG00000266097	43473
48992	ENSG00000266099	43521
48993	ENSG00000266100	NA
48994	ENSG00000266101	NA
48995	ENSG00000266102	NA
48996	ENSG00000266104	38314
48997	ENSG00000266105	NA
48998	ENSG00000266106	NA
48999	ENSG00000266107	41903
49000	ENSG00000266109	41740
49001	ENSG00000266110	41784
49002	ENSG00000266111	NA
49003	ENSG00000266114	NA
49004	ENSG00000266117	50363
49005	ENSG00000266120	NA
49006	ENSG00000266124	43508
49007	ENSG00000266126	NA
49008	ENSG00000266127	49869
49009	ENSG00000266128	46382
49010	ENSG00000266129	30427
49011	ENSG00000266133	41575
49012	ENSG00000266139	41837
49013	ENSG00000266140	41886
49014	ENSG00000266144	41643
49015	ENSG00000266145	23777
49016	ENSG00000266146	43549
49017	ENSG00000266148	43491
49018	ENSG00000266149	NA
49019	ENSG00000266150	41847
49020	ENSG00000266151	38935
49021	ENSG00000266153	NA
49022	ENSG00000266155	NA
49023	ENSG00000266158	46801
49024	ENSG00000266160	46628
49025	ENSG00000266162	49429
49026	ENSG00000266166	46573
49027	ENSG00000266168	38300
49028	ENSG00000266171	NA
49029	ENSG00000266173	30172
49030	ENSG00000266174	41750
49031	ENSG00000266179	NA
49032	ENSG00000266180	38189
49033	ENSG00000266181	51460
49034	ENSG00000266184	NA
49035	ENSG00000266185	46820
49036	ENSG00000266187	46496
49037	ENSG00000266188	41849
49038	ENSG00000266189	38311
49039	ENSG00000266190	NA
49040	ENSG00000266192	38258
49041	ENSG00000266194	41582
49042	ENSG00000266195	46179
49043	ENSG00000266196	NA
49044	ENSG00000266200	9157
49045	ENSG00000266201	44966
49046	ENSG00000266202	NA
49047	ENSG00000266203	43452
49048	ENSG00000266204	43514
49049	ENSG00000266206	38959
49050	ENSG00000266208	NA
49051	ENSG00000266210	46387
49052	ENSG00000266211	38229
49053	ENSG00000266213	NA
49054	ENSG00000266215	38242
49055	ENSG00000266217	2540
49056	ENSG00000266222	NA
49057	ENSG00000266226	38394
49058	ENSG00000266227	7922
49059	ENSG00000266228	38914
49060	ENSG00000266232	38381
49061	ENSG00000266235	38345
49062	ENSG00000266236	43651
49063	ENSG00000266237	NA
49064	ENSG00000266240	43478
49065	ENSG00000266242	49142
49066	ENSG00000266243	38195
49067	ENSG00000266245	41687
49068	ENSG00000266248	NA
49069	ENSG00000266251	31721
49070	ENSG00000266255	41697
49071	ENSG00000266256	44467
49072	ENSG00000266258	52728
49073	ENSG00000266261	NA
49074	ENSG00000266262	41667
49075	ENSG00000266265	23025
49076	ENSG00000266268	NA
49077	ENSG00000266270	41611
49078	ENSG00000266273	NA
49079	ENSG00000266274	46154
49080	ENSG00000266276	41894
49081	ENSG00000266278	52729
49082	ENSG00000266279	NA
49083	ENSG00000266282	44640
49084	ENSG00000266283	NA
49085	ENSG00000266287	38999
49086	ENSG00000266288	NA
49087	ENSG00000266289	NA
49088	ENSG00000266290	NA
49089	ENSG00000266291	38239
49090	ENSG00000266296	31732
49091	ENSG00000266297	33658
49092	ENSG00000266299	38265
49093	ENSG00000266302	NA
49094	ENSG00000266304	53130
49095	ENSG00000266305	41809
49096	ENSG00000266306	NA
49097	ENSG00000266307	43474
49098	ENSG00000266308	46526
49099	ENSG00000266311	NA
49100	ENSG00000266312	52749
49101	ENSG00000266313	NA
49102	ENSG00000266315	41545
49103	ENSG00000266317	46719
49104	ENSG00000266318	43533
49105	ENSG00000266320	38987
49106	ENSG00000266321	38270
49107	ENSG00000266324	41623
49108	ENSG00000266325	38939
49109	ENSG00000266327	41675
49110	ENSG00000266328	43525
49111	ENSG00000266329	38357
49112	ENSG00000266335	NA
49113	ENSG00000266338	28791
49114	ENSG00000266340	NA
49115	ENSG00000266341	NA
49116	ENSG00000266354	41641
49117	ENSG00000266356	NA
49118	ENSG00000266357	52920
49119	ENSG00000266364	NA
49120	ENSG00000266365	NA
49121	ENSG00000266368	NA
49122	ENSG00000266369	NA
49123	ENSG00000266370	38906
49124	ENSG00000266371	NA
49125	ENSG00000266373	NA
49126	ENSG00000266378	NA
49127	ENSG00000266379	NA
49128	ENSG00000266383	43470
49129	ENSG00000266385	NA
49130	ENSG00000266389	NA
49131	ENSG00000266392	41711
49132	ENSG00000266396	38339
49133	ENSG00000266397	NA
49134	ENSG00000266401	NA
49135	ENSG00000266402	51534
49136	ENSG00000266405	42874
49137	ENSG00000266407	38172
49138	ENSG00000266411	NA
49139	ENSG00000266412	7671
49140	ENSG00000266415	41798
49141	ENSG00000266416	NA
49142	ENSG00000266417	41805
49143	ENSG00000266420	46134
49144	ENSG00000266421	41858
49145	ENSG00000266423	38209
